time,ssip,sdfp,sdfb,sfe,nife
1745592612.583919,2,1.7853571071357126,3316655.0020521428,0,0
1745592612.58425,0,0,0,0,0
1745592612.584357,0,0,0,0,0
1745592612.584444,2,1.7853571071357126,3316655.0020521428,4,1.0
1745592615.581465,2,1.7853571071357126,3447727.001974127,0,0
1745592615.58467,2,1.7853571071357126,3447727.001974127,0,0
1745592615.58506,2,1.7853571071357126,3447727.001974127,0,0
1745592615.585382,0,0,0,0,0
1745592615.585474,0,0,0,0,0
1745592615.585547,2,1.7853571071357126,3447727.001974127,4,1.0
1745592618.583141,2,1.7853571071357126,3644335.0018676245,0,0
1745592618.586301,0,0,0,0,0
1745592618.586428,2,1.7853571071357126,3644335.0018676245,4,1.0
1745592618.586807,0,0,0,0,0
1745592618.586876,2,1.7853571071357126,3644335.0018676245,4,1.0
1745592618.587164,2,1.7853571071357126,3644335.0018676245,0,0
1745592621.589214,38,147.82523253829166,1680954.568089367,36,0.1111111111111111
1745592621.609558,14,213.36741162546355,2549781.494976555,0,0
1745592621.610173,26,172.42686633669905,1986133.0410255904,12,0.3333333333333333
1745592621.610784,12,0.0,0.0,12,0.0
1745592621.611172,70,112.87018569774945,1267607.3095094454,60,0.06666666666666667
1745592621.61215,24,0.0,0.0,0,0
1745592624.59775,92,104.50668838696296,1170108.6950028029,94,0.0425531914893617
1745592624.658603,30,0.0,0.0,30,0.0
1745592624.659181,32,166.8139801672472,1907575.0537317402,34,0.11764705882352941
1745592624.659606,60,0.0,0.0,60,0.0
1745592624.66022,172,77.5935971363254,864357.9269694759,114,0.03508771929824561
1745592624.661458,62,125.32749189467319,1410771.8071891812,0,0
1745592627.604556,146,87.93246124754991,981830.1722930184,84,0.047619047619047616
1745592627.660138,50,144.49305766374297,1635141.2016346527,0,0
1745592627.660656,96,0.0,0.0,96,0.0
1745592627.661238,98,106.25890033310154,1190480.923875659,100,0.04
1745592627.661869,274,64.8036622202485,721272.7624795175,176,0.022727272727272728
1745592627.663251,48,0.0,0.0,0,0
1745592630.614272,200,78.88889341451211,881048.9674374297,202,0.019801980198019802
1745592630.676082,132,0.0,0.0,132,0.0
1745592630.676981,376,57.940011792769674,645575.550092007,246,0.016260162601626018
1745592630.678866,66,0.0,0.0,0,0
1745592630.679303,134,95.67234054439254,1071126.938974823,136,0.029411764705882353
1745592630.680071,68,131.43537637662595,1482372.8529472558,0,0
1745592633.618459,254,73.3261385538257,818224.7641721884,186,0.021505376344086023
1745592633.708706,478,53.74780482436002,598652.9995628243,224,0.017857142857142856
1745592633.711184,170,89.11020906980926,996287.4466514944,0,0
1745592633.712198,84,0.0,0.0,84,0.0
1745592633.712783,168,0.0,0.0,84,0.0
1745592633.713687,86,123.15675640307872,1384950.4951218453,88,0.045454545454545456
1745592636.626906,308,69.54792656499625,775680.1116768637,222,0.018018018018018018
1745592636.705599,206,84.63287174523072,945438.7866163119,0,0
1745592636.706866,204,0.0,0.0,204,0.0
1745592636.708037,102,0.0,0.0,0,0
1745592636.708687,104,117.43067495823357,1318124.9771060783,106,0.03773584905660377
1745592636.709329,543,52.60016855974986,585837.981777831,447,0.008948545861297539
1745592636.71264,37,0.0,0.0,37,0.0
1745592639.634194,362,65.91242753907423,735638.1614083684,343,0.011661807580174927
1745592639.736854,120,0.0,0.0,120,0.0
1745592639.737741,242,80.28511021142617,897272.2257305402,244,0.01639344262295082
1745592639.739079,122,111.70899829095028,1253573.4915624268,0,0
1745592639.739825,240,0.0,0.0,240,0.0
1745592639.741171,543,53.96585640105762,601752.7883906937,353,0.0113314447592068
1745592639.744674,139,0.0,0.0,139,0.0
1745592642.631988,362,68.46638252798982,764824.1892463613,289,0.01384083044982699
1745592642.740184,240,0.0,0.0,240,0.0
1745592642.741665,122,116.03790863719888,1303308.3805898372,124,0.03225806451612903
1745592642.742403,242,83.39629086245803,932871.0159466122,120,0.03333333333333333
1745592642.743863,543,56.05713156978035,625626.994757573,352,0.011363636363636364
1745592642.74777,139,0.08451323830554482,4.563714868499419,139,0.0
1745592642.748764,120,0.0,0.0,96,0.0
1745592645.636552,362,71.02044619845236,794010.2280992245,364,0.01098901098901099
1745592645.719531,543,58.14813388481763,649501.1950467826,256,0.015625
1745592645.722406,139,0.0,0.0,139,0.0
1745592645.723278,122,120.36654125371342,1353043.2695257326,98,0.04081632653061224
1745592645.724056,240,0.0,0.0,240,0.0
1745592645.725319,120,0.0,0.0,0,0
1745592645.726004,242,86.50727512890711,968469.8060978032,244,0.01639344262295082
1745592648.65092,362,73.57482408926121,823196.2780457445,156,0.02564102564102564
1745592648.729243,240,0.0,0.0,240,0.0
1745592648.730648,122,124.69524843308912,1402778.1585050593,124,0.03225806451612903
1745592648.731431,543,60.23959831051669,673375.4134600365,448,0.008928571428571428
1745592648.734822,139,0.0,0.0,139,0.0
1745592648.735678,120,0.0,0.0,96,0.0
1745592648.736414,242,89.61831211926287,1004068.5962799136,244,0.01639344262295082
1745592651.632745,362,76.12897033574745,852382.3169467911,156,0.02564102564102564
1745592651.730002,543,62.33081012968851,697249.6198230372,256,0.015625
1745592651.732883,139,0.08451323830554482,4.563714868499419,139,0.0
1745592651.733787,240,0.0,0.0,192,0.0
1745592651.735053,242,92.72939652692264,1039667.3864897684,244,0.01639344262295082
1745592651.736341,120,0.0,0.0,120,0.0
1745592651.736994,122,129.0240226706586,1452513.0475233553,124,0.03225806451612903
1745592654.641583,120,0.0,0.0,120,0.0
1745592654.642599,358,79.11415022252403,886424.9909274349,360,0.011111111111111112
1745592654.735897,543,64.42187839514035,721123.8201569171,256,0.015625
1745592654.739725,132,0.0,0.0,132,0.0
1745592654.741049,239,96.42514940897281,1081881.8826194766,195,0.020512820512820513
1745592654.742395,240,0.0,0.0,240,0.0
1745592654.743577,120,134.4046716520373,1514306.1383643472,122,0.03278688524590164
1745592657.632846,362,81.18513759820671,910751.9586979367,260,0.015384615384615385
1745592657.710169,242,98.88807393048597,1110862.0037281322,0,0
1745592657.711594,240,0.0,0.0,240,0.0
1745592657.712948,120,0.0,0.0,0,0
1745592657.713657,543,66.4704120933893,744996.0301624963,449,0.008908685968819599
1745592657.716999,139,0.0,0.0,139,0.0
1745592657.717855,122,137.59322896541093,1551978.7193718133,98,0.04081632653061224
1745592660.740297,120,0.0,0.0,120,0.0
1745592660.74117,237,0.0,0.0,119,0.0
1745592660.744739,234,0.0,0.0,234,0.0
1745592660.746365,355,0.0,0.0,121,0.0
1745592660.750608,545,0.04279597720987376,2.3109827693331835,257,0.0
1745592660.754097,124,0.08943981053555981,135.41187315083758,124,0.0
1745592660.755176,120,0.0,0.0,99,0.0
1745592663.723573,545,0.04279597720987376,2.3109827693331835,449,0.0
1745592663.727379,124,11.518746974910423,48200.84399604395,126,0.031746031746031744
1745592663.728279,357,6.913026127950808,28594.99506499213,292,0.0136986301369863
1745592663.731407,239,8.542102252371135,34851.452445996634,2,2.0
1745592663.759164,119,0.0,0.0,119,0.0
1745592663.76014,121,11.687262633837669,48583.71686228222,123,0.032520325203252036
1745592663.761507,238,0.0,0.0,238,0.0
1745592666.67662,353,10.614992784319195,58353.060042105724,355,0.011267605633802818
1745592666.68013,117,0.0,0.0,117,0.0
1745592666.681683,119,17.988760919855842,99392.8401561906,121,0.03305785123966942
1745592666.74399,543,8.564874645145915,47234.246435533394,448,0.008928571428571428
1745592666.747357,122,0.0,0.0,122,0.0
1745592666.748695,236,13.066802662734611,71166.27838888323,193,0.02072538860103627
1745592666.751345,234,0.0,0.0,234,0.0
1745592669.677452,362,13.363283493632537,86831.76274789596,364,0.01098901098901099
1745592669.756958,242,16.41600087276627,105909.65819145378,0,0
1745592669.759535,543,10.919115743910002,71120.32504488678,352,0.011363636363636364
1745592669.763121,139,0.0,0.0,139,0.0
1745592669.764935,120,0.0,0.0,96,0.0
1745592669.76667,122,22.656531471393762,147962.70947935988,124,0.03225806451612903
1745592669.768611,240,0.0,0.0,240,0.0
1745592672.651805,354,16.365206146753213,117318.99821728194,356,0.011235955056179775
1745592672.757835,120,27.65803580100714,199304.9327271689,0,0
1745592672.760076,237,20.05852503907576,142983.35100040268,117,0.03418803418803419
1745592672.762817,543,13.228496326402903,95004.46267983202,349,0.011461318051575931
1745592672.767001,123,0.0,0.0,123,0.0
1745592672.768792,117,0.0,0.0,96,0.0
1745592672.770595,234,0.0,0.0,117,0.0
1745592675.652193,353,19.172884294342705,147044.577422919,355,0.011267605633802818
1745592675.761491,236,23.49107921976764,179333.69968533766,0,0
1745592675.764033,119,32.48514868231686,250466.712251377,0,0
1745592675.765878,234,0.0,0.0,234,0.0
1745592675.768269,543,15.478505178104474,118886.60690767391,354,0.011299435028248588
1745592675.771875,122,0.0,0.0,122,0.0
1745592675.773773,117,0.0,0.0,95,0.0
1745592678.650978,353,21.902644048294455,176603.5284868719,355,0.011267605633802818
1745592678.736903,117,0.0,0.0,117,0.0
1745592678.738209,234,0.0,0.0,117,0.0
1745592678.740713,543,17.684297628905846,142766.76497820544,354,0.011299435028248588
1745592678.744088,122,0.0,0.0,122,0.0
1745592678.74629,119,37.10848900571322,300816.43698401056,99,0.04040404040404041
1745592678.747835,236,26.81490352237881,215383.56941000806,117,0.03418803418803419
1745592681.64811,356,24.533799262728333,205301.793394167,153,0.026143790849673203
1745592681.747487,543,19.893451900041995,166646.9340657867,256,0.015625
1745592681.750428,129,0.0,0.0,129,0.0
1745592681.752049,235,0.0,0.0,189,0.0
1745592681.754805,238,30.019594295504174,250392.56493813824,240,0.016666666666666666
1745592681.757346,117,0.0,0.0,117,0.0
1745592681.759139,120,41.57252286487042,349748.37108442176,122,0.03278688524590164
1745592684.649323,357,26.224808825154604,224609.70193454585,253,0.015810276679841896
1745592684.758716,120,44.49847129805111,383172.4445834777,1,4.0
1745592684.759653,240,31.992041903693483,273195.0260768428,120,0.03333333333333333
1745592684.761465,543,21.295287473525356,182563.7189242872,351,0.011396011396011397
1745592684.765029,131,0.0,0.0,131,0.0
1745592684.766926,236,0.0,0.0,190,0.0
1745592684.769369,117,0.0,0.0,0,0
1745592687.644622,362,28.76142658946906,252263.72619796547,364,0.01098901098901099
1745592687.726615,543,23.517862453661923,206443.9042958028,255,0.01568627450980392
1745592687.729527,137,0.0,0.0,137,0.0
1745592687.730593,119,0.0,0.0,95,0.0
1745592687.732651,239,0.0,0.0,120,0.0
1745592687.735439,121,48.94347297475516,431583.42729554314,123,0.032520325203252036
1745592687.737399,241,35.24147015447736,308317.2830497209,120,0.03333333333333333
1745592690.648669,120,0.0,0.0,120,0.0
1745592690.650759,122,53.06272425644095,479603.4420487073,124,0.03225806451612903
1745592690.75316,236,38.73936455254022,347552.5332660113,116,0.034482758620689655
1745592690.755322,360,31.390420601516702,282221.8025204923,124,0.03225806451612903
1745592690.758563,237,0.0,0.0,237,0.0
1745592690.761659,543,25.599559560852217,230318.0900795007,353,0.0113314447592068
1745592690.765147,124,0.0,0.0,124,0.0
1745592693.678839,543,27.68275737660032,254192.27977630845,448,0.008928571428571428
1745592693.681622,130,0.0,0.0,130,0.0
1745592693.763874,238,0.0,0.0,190,0.0
1745592693.765445,238,41.70539533441688,382005.4154004611,240,0.016666666666666666
1745592693.768389,120,57.82885349628191,533587.057187039,0,0
1745592693.770415,358,34.03573104333623,312347.06065272784,238,0.01680672268907563
1745592693.773693,119,0.0,0.0,119,0.0
1745592696.668169,356,36.63997390351416,342639.1332988145,358,0.0111731843575419
1745592696.754537,238,44.762260890174005,417894.12806227885,0,0
1745592696.757294,117,0.0,0.0,117,0.0
1745592696.759124,120,62.08142826606811,583716.9823707965,122,0.03278688524590164
1745592696.760694,543,29.720571342293894,278064.4724170781,446,0.008968609865470852
1745592696.764224,124,0.0,0.0,124,0.0
1745592696.766425,235,0.0,0.0,192,0.0
1745592699.666693,120,66.43337799154814,633851.0585926274,122,0.03278688524590164
1745592699.76568,238,47.8906559837674,453785.83763315034,119,0.03361344537815126
1745592699.76788,543,31.806097254675205,301938.66750467935,351,0.011396011396011397
1745592699.771607,123,0.0,0.0,123,0.0
1745592699.773857,235,0.0,0.0,191,0.0
1745592699.77711,353,39.37231920952233,373627.1961810527,355,0.011267605633802818
1745592699.781907,120,0.0,0.0,120,0.0
1745592702.671642,362,40.54944496560312,388461.0873105417,364,0.01098901098901099
1745592702.778769,543,33.166057367936,317853.46552299865,255,0.01568627450980392
1745592702.78243,139,0.0,0.0,139,0.0
1745592702.784646,122,68.72895572347007,661957.742112251,99,0.04040404040404041
1745592702.786637,240,0.0,0.0,240,0.0
1745592702.789242,242,49.52647922661967,473812.7505795312,244,0.01639344262295082
1745592702.792716,120,0.0,0.0,120,0.0
1745592705.672096,362,43.04261956926103,417644.6758478616,364,0.01098901098901099
1745592705.786371,120,0.0,0.0,120,0.0
1745592705.788672,543,35.20682928372155,341725.6640974367,449,0.008908685968819599
1745592705.792498,139,0.0,0.0,139,0.0
1745592705.794254,242,52.562851258636215,509408.5589712035,193,0.02072538860103627
1745592705.796774,122,72.95406627214113,711688.500430462,0,0
1745592705.798884,240,0.0,0.0,240,0.0
1745592708.674789,362,45.69635662187376,446835.5692797514,364,0.01098901098901099
1745592708.760069,242,55.795295705313045,545013.2669062563,0,0
1745592708.763167,120,0.0,0.0,120,0.0
1745592708.765029,240,0.0,0.0,120,0.0
1745592708.767851,543,37.37939364278034,365603.85797632206,353,0.0113314447592068
1745592708.774687,139,0.08451323830554483,4.56371486849942,139,0.0
1745592708.776488,122,77.45190176082424,761431.5906780139,98,0.04081632653061224
1745592711.678188,362,48.23941543223561,476021.5962085674,258,0.015503875968992248
1745592711.784341,122,81.76147543779301,811166.4591638071,0,0
1745592711.786657,543,39.460887209898196,389478.04863624275,447,0.008948545861297539
1745592711.790661,139,0.0,0.0,139,0.0
1745592711.792821,242,58.89234971663521,580612.0415870841,194,0.020618556701030927
1745592711.795335,240,0.0,0.0,240,0.0
1745592711.79847,120,0.0,0.0,0,0
1745592714.685068,362,50.73512981986373,505205.189163802,364,0.01098901098901099
1745592714.795276,242,61.931938199077294,616207.8557343384,0,0
1745592714.798229,240,0.0,0.0,240,0.0
1745592714.801197,120,0.0,0.0,0,0
1745592714.80303,122,85.99098668978894,860897.2250502782,124,0.03225806451612903
1745592714.804679,543,41.50388930212562,413350.2507462866,447,0.008948545861297539
1745592714.808162,139,0.0,0.0,139,0.0
1745592717.713206,362,53.231436402362476,534388.7832402091,289,0.01384083044982699
1745592717.821714,242,64.97227666280996,651803.671337821,0,0
1745592717.824739,122,90.22152324708296,910627.9928562713,0,0
1745592717.82686,240,0.0,0.0,240,0.0
1745592717.829722,120,0.0,0.0,0,0
1745592717.831593,543,43.5474112376718,437222.45375220996,449,0.008908685968819599
1745592717.835093,139,0.0,0.0,139,0.0
1745592720.699005,362,54.9512234861544,553846.9518570597,289,0.01384083044982699
1745592720.776267,242,67.06701634587021,675537.1823091237,0,0
1745592720.777673,122,93.13621099296961,943785.9497049578,0,0
1745592720.778395,120,0.0,0.0,120,0.0
1745592720.779092,240,0.0,0.0,120,0.0
1745592720.780347,543,44.95535238925451,453139.2546960111,354,0.011299435028248588
1745592720.783501,139,0.0,0.0,139,0.0
1745592723.679263,308,62.19091054839692,631466.2707780957,236,0.01694915254237288
1745592723.78113,104,105.01372878089352,1073055.4140850469,0,0
1745592723.78198,204,0.0,0.0,204,0.0
1745592723.783135,102,0.0,0.0,0,0
1745592723.783804,206,75.82412839423586,769662.6039644766,208,0.019230769230769232
1745592723.784948,543,46.99947955235326,477011.45877653925,351,0.011396011396011397
1745592723.788624,37,0.0,0.0,37,0.0
1745592726.676391,254,71.31331640072095,729159.826585746,236,0.01694915254237288
1745592726.749781,168,0.0,0.0,168,0.0
1745592726.750917,170,86.82206429881535,887838.8926246624,172,0.023255813953488372
1745592726.752008,478,52.23334247367501,533586.9398557618,308,0.012987012987012988
1745592726.754518,84,0.0,0.0,0,0
1745592726.755072,86,119.78272340553244,1234190.483873056,88,0.045454545454545456
1745592729.678649,200,83.44995923606162,859071.7067458893,132,0.030303030303030304
1745592729.76233,134,101.38004058865722,1044406.5187155206,0,0
1745592729.76398,132,0.0,0.0,132,0.0
1745592729.765264,66,0.0,0.0,0,0
1745592729.76578,376,61.2450759134737,629582.7720258223,312,0.01282051282051282
1745592729.767741,68,139.0423338852052,1445387.4238946724,0,0
1745592732.701077,146,101.18126990262991,1047370.930152125,96,0.041666666666666664
1745592732.743707,96,0.0,0.0,96,0.0
1745592732.744483,50,166.2775536627569,1744280.0864253403,52,0.07692307692307693
1745592732.744934,98,122.47480720540044,1269947.1636106914,48,0.08333333333333333
1745592732.745589,48,0.0,0.0,48,0.0
1745592732.745961,274,74.51558220384733,769550.214358448,228,0.017543859649122806
1745592735.662684,92,130.98477167957776,1365966.0234589097,0,0
1745592735.70829,60,0.0,0.0,60,0.0
1745592735.709147,30,0.0,0.0,0,0
1745592735.709594,32,209.10383837919736,2226848.726794754,34,0.11764705882352941
1745592735.710038,62,157.33660919744648,1646906.993080514,30,0.13333333333333333
1745592735.710681,172,97.18514446897977,1009201.6559247171,110,0.03636363636363636
1745592738.656113,38,201.88600743984216,2148772.566490458,0,0
1745592738.677475,26,235.86493021668667,2538865.9601038815,0,0
1745592738.678204,24,0.0,0.0,24,0.0
1745592738.678788,14,291.4798449292849,3259327.6214355836,16,0.25
1745592738.679239,12,0.0,0.0,12,0.0
1745592738.679626,70,154.03802190160073,1620647.457896799,60,0.06666666666666667
1745592741.652593,2,33.97057550292606,5105377.6690994175,0,0
1745592741.65649,2,35.174564673923115,5106206.696909752,0,0
1745592741.656927,2,33.97057550292606,5105377.6690994175,0,0
1745592741.657375,2,34.655446902326915,5105298.699856846,0,0
1745592741.657854,0,0,0,0,0
1745592741.657961,0,0,0,0,0
1745592744.654662,2,33.97057550292606,5301985.644287902,4,1.0
1745592744.65792,0,0,0,0,0
1745592744.658055,2,33.97057550292606,5301985.644287902,4,1.0
1745592744.658451,2,35.174564673923115,5302814.671071015,0,0
1745592744.658764,0,0,0,0,0
1745592744.658849,2,34.655446902326915,5301906.673904398,4,1.0
1745592747.656705,2,33.97057550292606,5433057.628744517,0,0
1745592747.659833,0,0,0,0,0
1745592747.659966,0,0,0,0,0
1745592747.660061,2,33.97057550292606,5433057.628744517,4,1.0
1745592747.660461,2,35.174564673923115,5433886.65488396,0,0
1745592747.660773,2,34.655446902326915,5432978.657646283,0,0
1745592750.658154,2,33.97057550292606,5629665.6067865165,0,0
1745592750.661302,2,34.655446902326915,5629586.634678607,0,0
1745592750.66172,2,35.174564673923115,5630494.632016445,0,0
1745592750.662142,2,33.97057550292606,5629665.6067865165,0,0
1745592750.662506,0,0,0,0,0
1745592750.662605,0,0,0,0,0
1745592753.659865,2,33.97057550292606,5826273.586310464,4,1.0
1745592753.662923,2,35.174564673923115,5827102.610692041,0,0
1745592753.663386,2,34.655446902326915,5826194.613261043,0,0
1745592753.663675,2,33.97057550292606,5826273.586310464,0,0
1745592753.663904,0,0,0,0,0
1745592753.663962,0,0,0,0,0
1745592756.662401,2,34.4564943080401,6022881.581162127,4,1.0
1745592756.665607,0,0,0,0,0
1745592756.665756,2,34.4564943080401,6022881.581162127,4,1.0
1745592756.666258,2,35.65809865935086,6023710.605143063,0,0
1745592756.666665,2,35.14612354157995,6022802.60766572,0,0
1745592756.667063,0,0,0,0,0
1745592759.665015,2,34.4564943080401,6219489.562790664,4,1.0
1745592759.668562,0,0,0,0,0
1745592759.668726,0,0,0,0,0
1745592759.668839,2,35.14612354157995,6219410.588456192,4,1.0
1745592759.669393,2,35.65809865935086,6220318.586016073,0,0
1745592759.669728,2,34.4564943080401,6219489.562790664,0,0
1745592762.666461,2,15.880412463157246,124108.85426410961,0,0
1745592762.669539,0,0,0,0,0
1745592762.669679,2,17.89553016817328,128682.49743069179,4,1.0
1745592762.670139,2,17.240939649566666,124553.54635256276,0,0
1745592762.67046,0,0,0,0,0
1745592762.67055,2,16.03901493234544,124487.40031424868,4,1.0
1745592765.668346,2,16.650825805346713,255197.32367914834,0,0
1745592765.671754,0,0,0,0,0
1745592765.671929,2,16.78354849249705,255575.69953880593,4,1.0
1745592765.672501,2,18.06066167115701,255641.8048221965,0,0
1745592765.672883,0,0,0,0,0
1745592765.672948,2,18.726652130052504,259714.7784488784,4,1.0
1745592768.670364,2,16.31716887208072,451805.12892285764,0,0
1745592768.674128,0,0,0,0,0
1745592768.674263,2,18.362665928453854,456297.0794063337,4,1.0
1745592768.67468,2,16.467771555374455,452183.61416657944,0,0
1745592768.675008,2,17.711225254058512,452249.6640604059,0,0
1745592768.6753,0,0,0,0,0
1745592771.672714,2,16.47725705328408,648413.107771581,4,1.0
1745592771.675789,2,18.538810641462412,652895.4737174627,0,0
1745592771.676194,2,16.618889854620253,648791.5782473984,0,0
1745592771.676554,0,0,0,0,0
1745592771.676643,2,17.879807045938723,648857.6163834019,4,1.0
1745592771.676954,0,0,0,0,0
1745592774.674788,2,16.47725705328408,845021.0826967573,4,1.0
1745592774.678829,0,0,0,0,0
1745592774.678977,2,18.538810641462412,849498.1566929678,4,1.0
1745592774.67941,0,0,0,0,0
1745592774.679512,2,17.879807045938723,845465.5893191337,4,1.0
1745592774.679899,2,16.618889854620253,845399.5600500097,0,0
1745592777.675577,2,16.31716887208072,1041629.0559201005,0,0
1745592777.67851,0,0,0,0,0
1745592777.67863,0,0,0,0,0
1745592777.678691,2,18.362665928453854,1046102.710323776,4,1.0
1745592777.679034,2,16.467771555374455,1042007.5495430683,0,0
1745592777.679296,2,17.711225254058512,1042073.5712005894,0,0
1745592780.68701,2,16.31716887208072,1238237.0470410744,0,0
1745592780.690611,0,0,0,0,0
1745592780.690763,0,0,0,0,0
1745592780.690867,2,17.711225254058512,1238681.5598993755,4,1.0
1745592780.691266,2,16.467771555374455,1238615.541678995,0,0
1745592780.691552,2,18.362665928453854,1242708.4621208427,0,0
