SSIP,SDFP,SDFB,SFE,NIFE,SYN_ratio,ACK_ratio,UDP_ratio,ICMP_ratio,Pkt_rate,Byte_rate,entropy_src,entropy_dst,label
15,64.20239956202636,4901.751330455216,33,0.9075526572381145,0.3494996588083539,0.19225423762079846,0.11737754994825628,0.08902086392836366,478.77977811919766,13426.138082715152,3.9859904633166137,2.1038187777025756,0
29,67.2894318670661,5137.928695847502,40,0.9313970378967468,0.1495380876922383,0.25830213622547626,0.28197817524478874,0.09679266154067097,471.56539720087073,40210.60786543222,4.189867632099621,3.0694234592286826,0
17,99.66045496626262,14047.92697987071,38,0.9148649296250309,0.23544584241733896,0.17437168409980242,0.1192077688979035,0.0118930834006353,321.5686089697919,33537.60457641404,3.5071908389850934,3.0617614198226812,0
6,46.025924866780805,18392.140221104175,31,0.6248000724610286,0.17140139031069856,0.3006933334888842,0.1642710422111316,0.02190806638525225,474.2056962322684,32841.72373301138,3.972671026311794,3.1769291364361303,0
30,58.49419730401556,4603.538540361998,37,0.7240041483063437,0.22333068281492144,0.359151024510881,0.11625135616965115,0.06881099394392125,358.47190051799373,12424.506963080546,4.228213588441182,3.2008887662925485,0
8,47.40594337441999,6233.551443493796,38,0.6490638039831711,0.15504641073616998,0.23878842052029023,0.36234578622117397,0.016784639953686044,423.208897892681,44238.67569873491,3.5979087282016002,2.978217340997783,0
22,88.52193095559663,19472.93637384077,25,0.6582088887113698,0.24569233763521556,0.1641241897597545,0.2203120877648358,0.015277185997496105,251.58924759076643,49412.35375118904,3.765203058172152,3.176105902922854,0
19,49.96744602628442,14842.055561202764,45,0.8316549591827608,0.24600142349629886,0.15696936018029115,0.16531026952425248,0.015263496280656947,394.2948715156174,12438.302859060634,3.8136048097697293,2.0752135058959302,0
20,65.19952680436595,17496.23816482085,20,0.6199078529050396,0.25234854909802557,0.3554027636032365,0.12055639981113772,0.016116477703818154,444.72768078805177,26151.0220527311,4.441596127229089,2.8545131152072774,0
23,71.61634074734089,13529.485675645752,36,0.8300806075653828,0.26956807715322684,0.19491095379301815,0.17822970868108987,0.07027533772928464,225.67354511823044,20624.580501254153,3.6308782821274566,2.9682511832564744,0
19,52.13240373902978,15781.696371044836,14,0.6032604099094863,0.2863477766479279,0.2688980936916838,0.12999437467737657,0.05838709636914647,302.35387761950614,15298.262814658692,3.849008834964515,2.103186971090029,0
12,55.86689621172188,5681.696150072943,44,0.8462389737805798,0.2835033297177851,0.3961699190894513,0.2961928953132198,0.010704079643694216,426.84165404618466,21975.150087999114,4.163388714966077,3.4083950058906556,0
9,48.512614504098934,18125.116019097055,45,0.6544067684212467,0.18452688143736828,0.16318889644208295,0.2028640863379776,0.07187474159211975,441.16512615675896,30216.36232391949,3.751121252069894,3.362238569327858,0
6,36.46089273989134,10200.788133583348,27,0.6154303666296674,0.20006696158152648,0.1392458982105107,0.39393938614865087,0.024542377864649755,276.7342047443402,38226.69787039963,4.060906864774746,2.1678108208840023,0
27,93.27500000919252,12275.03491649388,33,0.8038783482714279,0.14442813567024482,0.13823365578464164,0.19247750497904012,0.09090833398683311,418.4489219552167,44428.10328003611,4.398924636526474,2.315114807509631,0
12,76.685338744488,9012.536788448513,45,0.9094471455078531,0.22191321694963506,0.28619845304521385,0.1463660014996614,0.09368929141243071,445.8422784879856,49048.24131723851,4.310771719940397,3.3221243069949864,0
5,42.55524643927449,18716.284019106275,36,0.8807822986279985,0.3592192085125838,0.3432247949723167,0.18004171287834164,0.0808637058221924,143.23825056118284,44886.67131624359,4.358593251337782,2.3336505763184965,0
19,54.47608971121431,16949.118476516553,24,0.6780232415220331,0.2980099548245887,0.21953979356943507,0.1835809183069012,0.016247867919653797,409.3306549761444,24045.84516331009,4.009405675528037,3.0192771775403955,0
22,53.180490775008494,3469.2090970338104,26,0.6624987356603622,0.38876029472846674,0.17963990875689062,0.13252076416441333,0.049110738270818,391.4180242610817,22547.09256779965,4.106208853306144,2.7671345895042174,0
17,92.96533130378397,6231.339166539033,12,0.8480748493419596,0.10050738346558885,0.37767254964972485,0.26153559912783764,0.0747486999230361,396.78003113579064,36825.140177319976,3.8642214717812644,2.1049607166894653,0
26,94.45395993526282,13593.641969088956,17,0.8519139920548826,0.19009668046337927,0.19278539866259597,0.22251787258576508,0.04621603483519522,218.2620810103788,15091.511962366129,3.920446333772908,3.4105455060952745,0
26,82.3694192111223,5958.4648345690475,46,0.7053324560979478,0.2643811639407095,0.10012178190918626,0.18607411506067817,0.04868993349908512,331.9939124782728,36188.224948122865,3.964988190247014,2.663239698957211,0
11,65.78217978122109,16493.501784802036,20,0.8305977607494476,0.18513592149790825,0.29915615089149966,0.2857782416087127,0.01840484800680064,480.7998649809901,19394.743941067358,3.8104194642949154,3.2098443418643985,0
9,31.709777140877843,7162.323249331953,40,0.813945890571238,0.3305468017000591,0.23662485051402676,0.36584107271529454,0.06181038094683864,387.33836619959544,25359.138695710055,3.899652862876538,2.2213570176369473,0
27,30.388137269662224,15766.39610251404,16,0.8724471423685638,0.16565234104369586,0.34123295685194294,0.30877353292247156,0.051809489611682705,322.9623176133581,46698.800578217604,3.621358599189384,2.2000086583355434,0
19,76.73044128104472,19794.171702129617,48,0.7110542851128716,0.3265750040667339,0.232772027580408,0.3445019521995052,0.09028182667069164,270.6963027434622,46274.18921824454,3.9459136120767004,2.238736861314499,0
20,61.50488300728357,15780.205370508695,50,0.6970589735957592,0.3333024506001916,0.24537910512108008,0.17177375914438986,0.04958853339384125,385.4179450444226,19379.743120585415,3.835847536621314,3.3395402491854753,0
7,39.6861843061309,6931.445155379175,19,0.8472466995930932,0.11926865521416344,0.22227981089997606,0.2627833421511746,0.04741968106928404,182.7337558057641,26805.740710937025,4.404838478340177,2.8761191213063375,0
27,31.3672369716409,17971.163436883,46,0.733133360124699,0.10176882507519792,0.20552764080154742,0.32604253751781576,0.08681031555121942,481.3721353880425,26760.851305192875,4.247515668978051,2.819198464600759,0
24,92.84679431794366,11299.901118354259,27,0.7525425916163228,0.10870744598401458,0.20083886310951476,0.303742565508505,0.046388500222387344,166.01789248140352,28695.605969292406,3.6276277972811606,2.933385441461097,0
5,93.48502038107378,13062.177185674485,11,0.6293816117567,0.22858383089832848,0.3600554066785391,0.15451870795402967,0.033414068252737426,230.9410667766937,28187.973000659287,3.8375005480738706,3.3194599790028434,0
13,82.64068764883494,17142.712847639632,26,0.8922188202192424,0.2410920508639141,0.32470727832485524,0.11562568247297665,0.09567277231437289,189.68886628789926,12744.734818110777,4.457285602776368,2.06038720631115,0
5,96.47282129011921,6389.131600163059,11,0.8174674798051552,0.17156348256667175,0.24206831828383843,0.13431683383279197,0.09529813199949867,286.01359337408826,20249.747862487464,3.868895174322941,2.9088390388404672,0
28,80.28500600172057,16222.462064982354,20,0.9376522705619306,0.132429624897282,0.10770352764923981,0.19358717331840858,0.0709612558165368,483.2691352823584,25866.177660665093,4.215014705049469,2.11399471676459,0
27,88.14001436462229,7128.439469131246,29,0.8976026336810787,0.2801234844450533,0.13631651952019455,0.3951533054544014,0.08043718117249177,238.8815061233796,27135.120529389776,3.870570876218056,2.758941184515617,0
15,30.885650511609715,10140.99859431107,41,0.6369386047253995,0.3882362701643737,0.2906755318304338,0.3486121933007375,0.07365777793354693,274.1948580030708,39351.81216053567,4.4654737312380774,2.4051235945811014,0
30,94.3732359831937,16168.904656316769,39,0.7524510725513629,0.3193078642915367,0.18051866141476763,0.3555139480057996,0.08476579170015432,134.66515922226975,45265.24736011088,3.7438634391909558,2.6970626999048477,0
24,76.77319293118455,8718.74253815338,41,0.8978334927093606,0.15455195714730754,0.1636359550539217,0.339349707048429,0.04063049588478553,452.12799190329014,38047.350013288065,3.776268575756185,2.0152266716580156,0
11,35.99290733706149,15241.269289771302,41,0.7943116740536512,0.17209718083726466,0.24282793323524945,0.3135527219418168,0.050335709462791374,106.89730373934907,21769.42325281989,3.904401128677928,2.364957745815136,0
26,70.70889097326571,11045.42830891192,43,0.7203150879511708,0.3989894391877996,0.2651165418270036,0.20554315828425052,0.05083707365678607,222.64919653953217,19221.52165194031,4.2212843313260695,2.4733219160089797,0
28,67.51047757686248,15957.223361229751,21,0.6670393405536906,0.3215813960526852,0.1829498880906068,0.2768760717882373,0.07841871058357744,338.7162962049207,49220.425218500524,4.332628363327068,2.4443696948977167,0
16,42.56090805797823,3240.5222433530853,44,0.6443040359467935,0.1136547102949655,0.11635780607169634,0.1876409933658333,0.09496806533161666,355.147862042371,40111.68703165015,3.602587646787761,2.018398105063262,0
14,62.85778614513571,10487.969568312175,21,0.9379241750984031,0.1757435171478918,0.358516889388254,0.13422614221747736,0.015880909160253923,296.6986241164272,33080.846258832724,4.186451018256017,2.2275905104264346,0
30,69.39877179591949,8165.203701317871,25,0.6414580467740115,0.3293330335978583,0.2818952953728889,0.3372222489530259,0.03031184233585312,309.0290140520872,28020.57859555017,3.9427210040193286,3.29024999873927,0
18,51.376617102355226,13557.464458226525,49,0.9360380721020046,0.1297700724324365,0.32882113130641266,0.287654509121981,0.03381815127610067,132.47498618679373,19594.607106987696,4.051992245577759,2.234798923164707,0
18,61.53525932323917,13094.790317032575,28,0.6114239493833235,0.1864314668781068,0.18481551193368634,0.3578820194021568,0.016406178413813137,193.36952246401023,20582.185026355986,4.291247745044961,2.884684383807887,0
30,95.35679209118592,10227.362423771598,44,0.6786833075931084,0.14469682032259878,0.17968974149219208,0.1426708856331032,0.015367423556246235,417.05142649296465,33801.76149277619,4.3242403013200095,3.381788793451457,0
19,38.70475607222957,14707.525850605592,35,0.9299366842604142,0.25014165313537773,0.2481385658035253,0.1241325555697903,0.013587470576525176,272.811465664309,22892.863334331996,3.750367902412004,2.1369903299464776,0
26,88.51710297343269,12778.384856738818,11,0.9498503459071079,0.3016844752909718,0.18085330779011619,0.11206950194338486,0.07806419473713014,288.20032930065344,36060.379577347456,4.416072787926767,2.2722337208346888,0
23,60.511949095390214,16842.164057190257,15,0.764503638236123,0.2225044280290046,0.19631747678697148,0.13137996537476723,0.024474236739295198,264.65803591511747,29818.76083857351,4.162583536991429,2.600678382220485,0
29,68.5067626280248,10732.040446229401,30,0.6883395978297726,0.13477648042928736,0.33176437781194235,0.35947317521556377,0.0842434482941831,100.46042697924489,44774.69937282609,3.961976344982144,2.081306128065093,0
21,55.324555140617264,15859.533618944753,50,0.7547143345027915,0.11548353255590403,0.18011687148187977,0.13930396868513398,0.0359226230489496,452.3386469431222,29388.471877999924,3.528869442441663,2.945033415506091,0
30,46.75082236293552,5692.428784688951,45,0.6047860625631212,0.2223972061869708,0.1674101978367354,0.3524217044851107,0.02021150061138205,478.82429694374247,35908.387551350344,3.653971124428328,3.3989795899011566,0
14,65.62104105486583,7648.223244125661,40,0.9430856214111814,0.17311927182254153,0.2653795230641409,0.215075803974145,0.09296813349384057,303.2963566371576,45173.05020585904,4.364026934428588,2.4143711042330613,0
30,89.80886659805454,8777.879132943024,42,0.6935104320734167,0.10076957780757317,0.3178152947840598,0.3512427767819264,0.062193104549506384,363.97630122196773,44610.423788009706,3.9465473930431942,2.7265120783275805,0
15,68.63421919495677,12238.31107029744,39,0.9264982895003413,0.3608805049702206,0.39423238939977834,0.17164166324987482,0.0444673764036642,442.4051903949513,26431.003821983126,3.8181763272338,2.7094643753606213,0
30,56.68618028629953,19803.03803296916,19,0.7733650273657482,0.11110588340367286,0.25068734503988976,0.27705412879287017,0.0882730282025994,449.6761496217233,27612.248390827084,4.025951086807561,2.685392111711363,0
28,40.09087911768633,17805.860512936728,19,0.6261898868852981,0.33445758738190745,0.17950683386302269,0.28697782015659945,0.045773499149719614,132.1261282317796,23142.62355933825,4.17435749515401,2.800433468595252,0
15,73.87594253055914,18086.457609458495,41,0.9053340560894876,0.11076972995130598,0.12052622415446544,0.2893483050563922,0.09288361889022671,498.97036918248614,39870.654669517084,3.9339714719231256,2.147664689574797,0
25,79.27235805303266,4708.623085487896,20,0.842900406977632,0.37102721861514587,0.11379729060316383,0.33884303954866357,0.0364030998368688,249.93643591012594,15822.791827975936,4.03116631814876,2.848892092873905,0
30,42.60398203059178,5976.179036069378,49,0.9047938595256991,0.28591311056122465,0.1722489375568939,0.37384870480706645,0.02288059481156587,284.459965341999,20159.09357654169,3.755326708159154,2.0140961471823067,0
30,62.5677278867711,7889.73831772346,44,0.6552914677251254,0.23251893508114435,0.20366968733292454,0.27627151153792645,0.0675044832124011,269.72357538435904,20003.928976308052,4.3453039251425984,2.2988254986633385,0
17,89.733482106213,4813.105546180135,34,0.8001729423227586,0.27244357905359357,0.39780761308806933,0.18856922616498084,0.09801500361191764,363.2919263714723,20979.21520712911,4.065929016955699,3.028699239101018,0
28,98.15219717795473,18480.48821321808,41,0.8914936148856158,0.37088047553493264,0.33272229388101426,0.16903551729112493,0.08217387617907589,187.60181557124218,17605.27957108353,3.750626800043616,3.1333659856125156,0
29,76.14270782217275,17251.730988362782,50,0.6340073754354663,0.2882374323450192,0.11182677218824522,0.3365831452030462,0.01300280781210692,245.9444932113879,15256.472256819417,4.409627812319327,2.4900786885710158,0
18,42.29480493110147,5246.716561695321,44,0.9067612088473241,0.20975725918453716,0.2505384286794521,0.18175820521370908,0.024808997833187185,465.61958141532483,47767.512643887945,4.467384076166812,2.442712173758738,0
15,86.29627770231573,10961.63361049582,14,0.6492649552520589,0.3899500628388257,0.35804217906964664,0.31726501362265547,0.09819480185037131,486.90789892001294,42183.505760822474,3.8657750494055665,3.1860229528834063,0
5,48.512100484669666,5101.00852497937,33,0.8354899336558137,0.301702239205304,0.2753680274956498,0.3467251903680323,0.09462627026015988,143.33844087969226,19352.876088463327,3.5250246496464825,3.326352267822278,0
22,52.96043972721631,13371.397329593021,14,0.8223913728322787,0.23928026089680413,0.31032314964128327,0.29477183388537737,0.020500834305434902,118.13872440535285,11488.485128988199,4.49592737475503,2.174180721087664,0
12,92.10815159699516,5306.28882800772,39,0.7298540304204089,0.38481423052357167,0.3089451974912899,0.262057748628691,0.06286063109937468,390.6396602228966,45416.551355983174,4.154921897493464,3.2505396249444822,0
24,58.568111998839036,19175.86593147801,12,0.8415982323116472,0.1651809054092685,0.23340875793372506,0.17083379146929872,0.04264174348817703,492.37108732962685,24693.39833988722,4.401696212424655,2.9672402146310417,0
6,57.869774992106116,6226.745556738352,17,0.9321537758917482,0.34725732457947145,0.12750202714525627,0.16363174462699398,0.06755436266767335,488.4373248259945,12023.14042651492,3.833509156432516,3.4832313559121326,0
30,69.52045831355744,4166.37259801405,45,0.6725050796213304,0.16478540557560245,0.36090862803086343,0.19856786602966914,0.023279876194729935,460.2124142527033,10113.422059200653,4.358406126380176,2.217031970480762,0
9,67.8150819804206,16574.735000479603,17,0.8313701749090608,0.10773404493585952,0.10445809816921266,0.3369953992704262,0.031413844548141674,229.508584784809,16969.848056247087,3.5523990178611764,3.1125770854312242,0
21,37.95545147505826,4080.4866485013163,38,0.8723059637599709,0.25397138728275753,0.13271620300115367,0.25115160693574645,0.09508740786730957,117.34601475966869,41329.079839215185,4.366980907759839,2.7821768220696264,0
19,75.03384789438421,3529.5608716758466,40,0.8965544901085349,0.22788208578399755,0.13238854890376817,0.3137203944691289,0.04992060964267078,459.7067060494139,22884.472789853044,3.6483338256603646,2.189287382457584,0
24,74.31537070107109,12322.059378822129,30,0.7333165395864822,0.2792175565597941,0.18846932378496695,0.25166532234570416,0.0487179393241261,417.2384372406584,14576.562897203185,4.1547129575231425,3.3165593195963208,0
22,80.45879416603194,6655.3921275674475,38,0.9108318576959725,0.22414407135307407,0.34822576743401346,0.219619055277086,0.0756651256871054,225.01933999885318,22500.942845674712,3.754889796482779,3.4303887764286873,0
26,94.6089525014069,4141.266238323012,15,0.6326305355962871,0.12896932976973569,0.3216387995466148,0.3435307855832177,0.06007336620538152,334.58603309579075,32463.456559682898,3.829645981416205,2.183346928031839,0
16,91.1525160564023,18999.207770487905,37,0.9038322521041726,0.3163182036238449,0.3905195875934424,0.28012302736740313,0.041648156712383415,331.1674073559419,18509.552226880245,4.156736302988152,2.3363673036613486,0
8,54.50797959548338,12456.513093773556,17,0.8669119711778974,0.27223000129943886,0.34216641134570336,0.3535465483985075,0.09770919419131374,427.37074381626786,34542.93122141859,4.142699163829832,2.039380747180375,0
26,88.0622552971764,7546.611327619881,21,0.6956446360494537,0.3287228553942994,0.37646125630995186,0.20530702622109456,0.026326500239131183,157.30059613681163,36293.785393471815,3.5695854212483367,3.1114535886776298,0
5,36.42303781381117,12018.205707201801,34,0.7469413728175761,0.20226879453079985,0.21101592774310118,0.316478790322802,0.0799152057970067,327.0374226457589,13398.281599087171,3.552608826425522,2.2361148456607296,0
24,33.483374470307,4386.885968042524,38,0.8316785424828914,0.2456985114672989,0.23261325600933377,0.18195005330943087,0.07794488293015336,145.5270032440807,27196.545335915613,3.7832464700804493,3.0177293821401996,0
20,66.88538750037014,8243.12966147136,24,0.7383421886306701,0.2797974870833352,0.10230612576996487,0.19042580860553104,0.029011058129828106,154.8939221029308,20220.780160858372,3.828122355937841,2.011594859853968,0
28,60.14585079475221,5196.156929906654,44,0.8462849421839322,0.25007870396686394,0.3500062607259635,0.3418600559700292,0.016486794693294206,444.7057448090354,11692.090462511655,3.5187415365856456,3.3817436517536184,0
15,70.30314125157818,12747.794575059332,50,0.7461928859452182,0.13455201179913948,0.10625696770742465,0.19743045383365415,0.0821189938879407,347.2501053216961,43281.036522868286,4.419769751741384,2.132194821946827,0
8,47.03215323759136,13010.811901149502,43,0.627526480619001,0.3611573248586235,0.32374144793938087,0.16647161766827542,0.08012060817429381,130.55175098920847,35328.98667872746,4.030604820772648,2.2908555594003506,0
29,54.45626858306662,15365.444796456373,19,0.6826940971313534,0.14393326548330831,0.159181540847195,0.28071969558194976,0.07841937659922028,362.20360420749563,17085.845157889165,4.27284808924756,2.741175537526083,0
29,69.46148383014948,12850.957525010326,46,0.8250471407350481,0.39595958432075784,0.19696247249300824,0.3912919192624481,0.03845250050415222,275.90512653674557,28756.843341054933,4.1313851200254295,3.1944945187271423,0
23,33.932048414915464,11624.727049926229,29,0.7616098702562589,0.11128217367132763,0.21062127984694384,0.18612310978039578,0.06801998226182537,490.9474130132597,13611.860160532113,4.0940798186292335,2.5767237148736974,0
23,68.80214599368128,16460.902553511092,12,0.7574067962778172,0.3429447753093914,0.29555123639458303,0.19645802886412853,0.05280661251487626,160.3444306782554,12474.948004044028,3.6035018772703915,3.34869025093366,0
15,98.76699067653782,4433.5952444175855,21,0.6136997441702358,0.3122865112969837,0.3972958067940663,0.25722056595105236,0.0648824865690407,245.5591838742851,46717.471564678424,3.887416559523116,3.1616971828606033,0
26,71.85201036680925,16416.8578365823,31,0.6230691489979011,0.1283517842545283,0.30351380345202433,0.18524409216343413,0.07513602895022156,362.62563456419116,46253.70788654709,4.373279662060539,2.5000430540908347,0
23,76.45284742042412,18584.689735971042,29,0.9386937776924607,0.3095439888435643,0.2175873953006081,0.27851236844547245,0.09442019796091848,223.83275496638436,25067.172242252007,4.2916619578635435,3.2197771757222013,0
26,79.1981610508794,19100.846615129478,43,0.6327085377731075,0.3011368120239818,0.25254654592684234,0.10546916133745982,0.037797946305749286,480.4677254384537,23669.29380526193,4.2661562076678194,2.2880078504965793,0
9,40.84616210610834,8028.46572812857,16,0.7776913994536261,0.26193122752410136,0.3215932009004403,0.25795948886367864,0.06957363136342759,450.55710901709676,34721.258619740314,4.097246441071628,2.2313791419816824,0
10,88.1941539682388,16108.662833426803,20,0.8524140492318995,0.1131077283863543,0.20928982423923073,0.31587570213719507,0.09726297430677625,344.2381688503263,40095.64660445944,4.283800359434843,2.3510044165031365,0
12,51.662752759395275,16746.60580854337,40,0.9163910183481103,0.15820485286677097,0.30349204751952774,0.27112581800916746,0.04965376631581186,407.7754207902304,41124.96148999704,4.002906691487579,2.6279912400946186,0
10,87.1823867706868,16621.406810576307,18,0.9055506720207716,0.11565394097830138,0.24417719663854753,0.2113636319813298,0.09408641985977498,384.5603908476003,30636.375502099407,3.6246777719636487,2.1258126880576853,0
10,49.09539097139496,18390.2055526301,19,0.890866351523365,0.12751407089772804,0.3731514861182228,0.3450109767566502,0.08961667963462068,472.18877085050997,26595.876232760216,3.896453965470248,2.56094223151853,0
17,99.61677458668038,9373.515448102049,11,0.7115397064074059,0.1297249373179144,0.31441128175696886,0.20058710677485309,0.023144437613963807,115.32127644681749,46695.84686451005,3.972454933047831,3.2466657288982645,0
29,79.38753227023562,10626.225057698193,10,0.9170501211861448,0.10570116547329111,0.16469642334050633,0.14485588568926805,0.09462033544071861,343.55203964642135,26930.19035791959,4.276172632635396,2.3564603399614006,0
8,33.34246126331959,10137.034243808532,49,0.759989765822757,0.13325736858700452,0.37154406569859966,0.2790217128456841,0.011479181698530499,306.15029208376245,19677.52537683973,3.64357684024626,2.643858339655001,0
24,54.697122773822365,12701.28317238129,21,0.8325299556097031,0.12568418649617855,0.3923963472856665,0.12030379687265383,0.057345350078995355,302.9310786319146,49533.2594238587,4.054151952418195,2.585680598840096,0
20,33.047409761674366,9576.982465965079,33,0.6887775913742245,0.1048726693326843,0.3365560048838546,0.2034407479490174,0.07596469193055776,351.3027849902626,40860.05496439437,4.235186984812311,2.498777912557977,0
6,54.66093322799327,8755.303389054912,21,0.8906342798672608,0.30540476992269505,0.3942457557366549,0.24355935148537725,0.026405019857248593,153.9410324785129,38641.802303847784,4.443605150712129,2.0554756852996636,0
11,33.06643929613862,6390.987173158202,12,0.7104585370174038,0.19302276488106757,0.21946721670580513,0.34462182419679477,0.05260597909091592,114.64830861476334,35876.01995203001,3.786110895551549,3.2932077957038755,0
6,90.60587939546403,8642.719668482856,17,0.8797698440313839,0.23108541493748094,0.22000653239333862,0.2319209901123587,0.09608308460412941,235.61465136326424,17472.68870359755,4.192068491112615,2.551020390439523,0
30,66.34930974744594,16619.517485830154,37,0.6276244521194138,0.2807359896490682,0.34670238386196606,0.2636423192033911,0.03890902853931347,132.0275644299981,36436.768858325464,3.8064958560907525,2.9039324415958996,0
18,41.66513404461396,10546.442478718598,38,0.6148243069975453,0.3610111525169176,0.20576779309254473,0.3994451793319148,0.034709982406737186,492.01091167771165,47916.17514412345,3.5750411649881593,2.9562688068249474,0
16,65.91602136251865,15748.265732452126,20,0.9334762886978627,0.14283384050876494,0.2822718709962566,0.33439359092304,0.013131906921868783,126.89334522484353,41140.614940274616,3.8663284731071483,2.5742816025331665,0
23,32.266972678576685,5608.448777676038,38,0.9320882352429447,0.21160401354120514,0.32892534153957387,0.27217653350016874,0.05765138933826607,259.21361838098,35982.42946824126,3.749611653093398,2.170172918877527,0
28,43.02336346308199,11801.669661542664,45,0.6412163484217362,0.3324893450594465,0.3112113433620478,0.16437112762711592,0.06506894644872784,377.5922564163175,49945.153740406095,3.70017834099112,2.203592626595791,0
7,61.64298796717782,18277.543523365915,38,0.9490418414080646,0.3431539655072896,0.39026837090891875,0.39597239789274585,0.07010558114400711,383.81619472783524,31999.885899475623,3.7903622827778136,2.4499350173551075,0
10,79.82663728050488,18764.51576429402,50,0.660931853412045,0.20844765493740683,0.16727248457378696,0.395539764019058,0.08128591062500268,194.6944737147482,29760.87749787689,3.860896524444382,2.8584161106747894,0
19,86.25632084020106,12377.997876749267,49,0.9094862563921169,0.11972443158020983,0.2194479942312726,0.315080079552985,0.053079859892372856,264.31804826606674,26377.34109858852,4.074900508476427,2.187990173388791,0
15,74.9637012570467,10649.566426270932,43,0.7205801732459449,0.3633880454951236,0.33407887865149255,0.29193817880999895,0.026376682289692366,486.5058455736427,27304.731459278995,4.410712270946887,2.0831192750266654,0
8,66.26714930468114,8170.1172277269525,20,0.7129312629040945,0.3127996397587738,0.20380692470256195,0.3822712164794605,0.0905433325139012,438.37348246234626,20024.21235927996,4.135057091387746,2.8262621232247094,0
9,73.75156530140134,13445.280731239367,15,0.7759006006594419,0.15059077052431205,0.38248209636057884,0.14625828006386896,0.06928595860453789,388.2531073749092,34205.55631447422,4.342530004113389,2.8454270516469435,0
5,35.68559984253589,19125.296517496656,46,0.692629567741569,0.16324251391058936,0.2716411607338193,0.2854325278974873,0.012725730872328766,455.59875257958174,31823.099341890706,4.1419072893012325,2.453141169431934,0
12,86.32817079510131,14644.844300326504,29,0.7587404465343099,0.30658407150189515,0.14742413410456218,0.22468652386423454,0.05179979419978016,236.07702734071094,15746.747646505384,4.361485076832495,2.4789745889700923,0
16,98.27618895404161,5223.02457639057,33,0.7802430469287777,0.1318551800827292,0.17252135828094015,0.136756572725188,0.050463641079609836,156.35105400327342,12024.21167201161,4.445384892703219,3.296245775543646,0
18,47.37891962668306,17710.227529252203,20,0.8847172462538073,0.38012546057482144,0.3163385286466366,0.15695023036700795,0.024340817070334392,498.3877644381667,28672.604709494026,4.3790756636004184,2.7460554095712633,0
7,96.16629628484661,11592.555871404116,25,0.6753005478841844,0.20586852665690664,0.11516212138836757,0.24846826105755293,0.08941055287313811,361.70401475584686,28823.47413472783,4.036690749288927,3.2707585480902015,0
18,39.37544607946202,7496.039296445526,33,0.8673498674566963,0.20978120575526893,0.220174486304427,0.2710844931643088,0.027518977169894716,321.28917064846064,12941.269989713674,4.0042555291232045,3.146606172060859,0
13,87.77179225710294,13595.106836905901,49,0.6415838569032564,0.3925248446241353,0.21817111381858217,0.33846916851428377,0.04051767699573088,475.57942678215016,40198.60689171175,3.69905788155245,2.763683774337773,0
21,32.81784343102004,3661.537426185744,31,0.8813880493179742,0.255799813099925,0.14468219937293347,0.3679395076234022,0.022580288719511968,472.54749421199597,22741.20127037228,3.892954587866483,2.9247507312072742,0
