SSIP,SDFP,SDFB,SFE,NIFE,label
6,17.443241289011244,1709.437646323102,6,1.0,0
4,489940.0170905876,16248583448.563402,14,1.0,0
4,10.969655114602888,1075.0262012310832,4,1.0,0
4,22.808989455914087,2228.199497352066,4,1.0,0
6,17.443241289011244,1709.437646323102,6,1.0,0
4,231338.7943756948,8006357740.998424,6,1.0,0
4,10.969655114602888,1075.0262012310832,4,1.0,0
4,531524.9505093604,17913986024.033543,14,1.0,0
4,10.969655114602888,1075.0262012310832,4,1.0,0
4,431082.7705976738,14917381071.275343,6,1.0,0
4,10.969655114602888,1075.0262012310832,4,1.0,0
6,17.443241289011244,1709.437646323102,6,1.0,0
4,22.808989455914087,2228.199497352066,4,1.0,0
4,601338.625310543,20387488653.056637,14,1.0,0
4,11.547005383792516,1131.6065276116665,4,1.0,0
4,23.386249521175188,2284.774751844625,4,1.0,0
6,17.88854381999832,1753.0772943598352,6,1.0,0
4,11.547005383792516,1131.6065276116665,4,1.0,0
4,625199.6344882703,21645905701.147625,6,1.0,0
4,477736.80377544387,15456657899.570013,13,0.9230769230769231,0
4,22.808989455914087,2228.199497352066,4,1.0,0
6,17.443241289011244,1709.437646323102,6,1.0,0
4,11.547005383792516,1131.6065276116665,4,1.0,0
4,620772.964556938,21061265395.407097,7,0.8571428571428571,0
4,11.547005383792516,1131.6065276116665,4,1.0,0
4,477727.2536661855,15456648492.22641,13,0.9230769230769231,0
4,11.547005383792516,1131.6065276116665,4,1.0,0
4,11.547005383792516,1131.6065276116665,4,1.0,0
6,17.443241289011244,1709.437646323102,6,1.0,0
4,620745.6558834244,21061239751.445503,7,0.8571428571428571,0
4,22.808989455914087,2228.199497352066,4,1.0,0
4,477717.7488912712,15456639120.689766,13,0.9230769230769231,0
6,17.443241289011244,1709.437646323102,6,1.0,0
4,10.969655114602888,1075.0262012310832,4,1.0,0
4,10.969655114602888,1075.0262012310832,4,1.0,0
4,22.808989455914087,2228.199497352066,4,1.0,0
4,620718.4597383905,21061214203.968834,7,0.8571428571428571,0
5,456477.72689614247,14854806206.836523,14,1.0,0
4,22.808989455914087,2228.199497352066,4,1.0,0
4,11.547005383792516,1131.6065276116665,4,1.0,0
4,495186.68103774945,16087619596.865273,12,1.0,0
6,17.443241289011244,1709.437646323102,6,1.0,0
4,11.547005383792516,1131.6065276116665,4,1.0,0
5,468757.6428590053,15636486454.24361,14,1.0,0
4,10.969655114602888,1075.0262012310832,4,1.0,0
4,10.969655114602888,1075.0262012310832,4,1.0,0
4,22.808989455914087,2228.199497352066,4,1.0,0
4,495186.2137845446,16087619565.951834,12,1.0,0
6,17.443241289011244,1709.437646323102,6,1.0,0
5,521349.08382184163,17633828512.967243,14,1.0,0
4,495185.74653530493,16087619535.038399,12,1.0,0
4,22.808989455914087,2228.199497352066,4,1.0,0
4,10.969655114602888,1075.0262012310832,4,1.0,0
6,17.443241289011244,1709.437646323102,6,1.0,0
4,10.969655114602888,1075.0262012310832,4,1.0,0
5,490075.9184593044,15855532308.85652,13,0.9230769230769231,0
4,10.969655114602888,1075.0262012310832,4,1.0,0
4,22.808989455914087,2228.199497352066,4,1.0,0
6,17.443241289011244,1709.437646323102,6,1.0,0
4,277.2916635361883,425960.06726974354,10,1.0,0
4,10.969655114602888,1075.0262012310832,4,1.0,0
5,490066.42873685755,15855522970.969467,13,0.9230769230769231,0
4,10.969655114602888,1075.0262012310832,4,1.0,0
4,22.808989455914087,2228.199497352066,4,1.0,0
4,276.98086576512827,425919.43007808935,10,1.0,0
6,17.443241289011244,1709.437646323102,6,1.0,0
4,10.969655114602888,1075.0262012310832,4,1.0,0
5,490056.8817108809,15855513563.865145,13,0.9230769230769231,0
4,10.969655114602888,1075.0262012310832,4,1.0,0
6,17.443241289011244,1709.437646323102,6,1.0,0
4,22.808989455914087,2228.199497352066,4,1.0,0
4,10.969655114602888,1075.0262012310832,4,1.0,0
4,276.67839332577694,425878.8431312883,10,1.0,0
5,490047.41401088564,15855504162.089117,13,0.9230769230769231,0
6,17.88854381999832,1753.0772943598352,6,1.0,0
4,11.547005383792516,1131.6065276116665,4,1.0,0
4,11.547005383792516,1131.6065276116665,4,1.0,0
4,276.42527622005434,425845.01209524577,10,1.0,0
4,23.386249521175188,2284.774751844625,4,1.0,0
6,467302.32970970235,15312958771.09079,14,1.0,0
4,13.279056191361393,1301.3475067534164,4,1.0,0
4,13.279056191361393,1301.3475067534164,4,1.0,0
6,120863.05261038213,4182304789.596756,6,1.0,0
7,108336.17116567894,3622293381.0513163,8,1.0,0
5,120852.33534924622,4182304181.860119,6,1.0,0
6,484942.6724436067,16211612826.400055,14,1.0,0
4,14.433756729740644,1414.508159514583,4,1.0,0
6,296860.7303453928,10271305376.48159,6,1.0,0
7,266103.72262159624,8895954147.699978,8,1.0,0
5,296849.4978643218,10271304715.298388,6,1.0,0
4,14.433756729740644,1414.508159514583,4,1.0,0
6,531367.5797456321,17962196957.844933,14,1.0,0
4,16.165807537309522,1584.2491386563331,4,1.0,0
5,472142.8201374735,16336518648.170364,6,1.0,0
4,16.165807537309522,1584.2491386563331,4,1.0,0
7,423240.41462194646,14149059081.302633,8,1.0,0
6,472154.82684757834,16336519357.450245,6,1.0,0
6,427283.2728213486,13814439444.75297,13,0.9230769230769231,0
5,555211.9338630541,18823580245.91886,7,0.8571428571428571,0
7,501744.56927465706,16601881967.080734,9,0.8888888888888888,0
4,17.897858344878397,1753.990117798083,4,1.0,0
4,17.897858344878397,1753.990117798083,4,1.0,0
6,555221.3520208898,18823580830.1888,7,0.8571428571428571,0
6,427273.71882932796,13814430037.164383,13,0.9230769230769231,0
5,555184.6189433617,18823554601.631832,7,0.8571428571428571,0
4,19.629909152447276,1923.7310969398332,4,1.0,0
6,555194.6243933615,18823555223.013634,7,0.8571428571428571,0
7,501726.56244088773,16601864981.732868,9,0.8888888888888888,0
4,19.629909152447276,1923.7310969398332,4,1.0,0
6,427264.1774629633,13814420630.483265,13,0.9230769230769231,0
6,555167.9138269362,18823529617.049187,7,0.8571428571428571,0
5,555157.3208907716,18823528958.55482,7,0.8571428571428571,0
4,21.361959960016154,2093.472076081583,4,1.0,0
4,21.361959960016154,2093.472076081583,4,1.0,0
7,501708.57061373565,16601847997.465372,9,0.8888888888888888,0
5,413075.89563063945,13310524312.049604,14,1.0,0
8,413185.35339187173,13312061007.393652,14,1.0,0
6,40.02332653174479,3922.28600011099,6,1.0,0
9,388645.0189722782,12452488852.909952,16,1.0,0
6,40.27902680055713,3947.344626454599,6,1.0,0
6,388556.71625919576,12451246025.506144,16,1.0,0
5,413317.5325416376,13710630561.792889,14,1.0,0
6,442890.20152608724,14378360605.504023,12,1.0,0
7,413184.8387629179,13312060973.086563,14,1.0,0
6,391861.75251194567,12867003074.348528,16,1.0,0
6,40.04330988650497,3924.2443688774874,6,1.0,0
6,40.288956303185614,3948.3177177121906,6,1.0,0
5,457287.02641514374,15439034165.552124,14,1.0,0
6,442889.7342706914,14378360574.590427,12,1.0,0
7,413184.293860859,13312060936.761408,14,1.0,0
6,435689.8291434515,14515932748.173565,16,1.0,0
6,40.288956303185614,3948.3177177121906,6,1.0,0
6,40.04330988650497,3924.2443688774874,6,1.0,0
5,532935.3510428903,18076077904.484406,14,1.0,0
6,442889.2670197289,14378360543.676834,12,1.0,0
7,413183.7489638263,13312060900.436255,14,1.0,0
6,40.04330988650497,3924.2443688774874,6,1.0,0
6,40.288956303185614,3948.3177177121906,6,1.0,0
6,508394.31451023655,17002903929.559198,16,1.0,0
5,472639.3279231709,15296887373.194267,13,0.9230769230769231,0
7,253.62660456950204,388759.290376059,12,1.0,0
6,40.04330988650497,3924.2443688774874,6,1.0,0
6,277.3730740757333,425817.0138534992,10,1.0,0
6,40.288956303185614,3948.3177177121906,6,1.0,0
6,442856.0232822961,14240887092.521553,15,0.9333333333333333,0
5,472629.7769797581,15296877965.863024,13,0.9230769230769231,0
6,277.0941276092937,425776.56371471536,10,1.0,0
6,442848.2904165779,14240879575.282871,15,0.9333333333333333,0
7,253.27527245343876,388713.7310158241,12,1.0,0
6,40.04330988650497,3924.2443688774874,6,1.0,0
6,40.288956303185614,3948.3177177121906,6,1.0,0
5,472620.2714951684,15296868594.347118,13,0.9230769230769231,0
6,40.288956303185614,3948.3177177121906,6,1.0,0
6,40.04330988650497,3924.244368877487,6,1.0,0
6,276.82356996630347,425736.1638732504,10,1.0,0
7,252.93315681851956,388668.2269670329,12,1.0,0
6,442840.5951058946,14240872086.73196,15,0.9333333333333333,0
5,452124.89647376427,14697322979.71399,14,1.0,0
8,50651.850609084366,1692478890.890968,8,1.0,0
6,56508.37781072821,1954218133.5963643,6,1.0,0
6,426168.2767519383,13760651478.005669,16,1.0,0
6,10.158740079360236,995.5565277773031,6,1.0,0
9,46137.3692213445,1513892374.8556325,10,1.0,0
5,458405.5914598009,15236926910.383566,14,1.0,0
6,434739.7307622114,14301038304.419146,16,1.0,0
6,227766.29703448227,7879333978.424591,6,1.0,0
8,204171.35351984372,6824244922.210467,8,1.0,0
6,11.696153213770756,1146.2230149495342,6,1.0,0
9,185968.66112439483,6104082517.04551,10,1.0,0
5,495255.0186728922,16701762436.631157,14,1.0,0
6,13.236313686219438,1297.1587412495048,6,1.0,0
8,358984.0115954231,12000208052.261204,8,1.0,0
6,471623.31157308427,15700209075.43329,16,1.0,0
6,400467.3096250179,13855506647.357452,6,1.0,0
9,326978.3367495637,10733826173.585487,10,1.0,0
5,431287.8238317367,14000416910.580448,12,1.0,0
6,14.778362561528933,1448.2795310298354,6,1.0,0
6,572214.2419966202,19796372999.713078,6,1.0,0
9,467210.0681646319,15336259967.304039,10,1.0,0
8,512942.57266507705,17145639109.340939,8,1.0,0
6,402358.9042946239,12962145633.877022,14,1.0,0
5,416086.73379025626,13451314161.010729,13,0.9230769230769231,0
9,448232.9885845286,14622784919.415049,11,0.9090909090909091,0
6,540670.9973159014,18328780127.48726,7,0.8571428571428571,0
6,15.807171368295679,1549.1027940929764,6,1.0,0
6,389867.05136455846,12522721819.255938,15,0.9333333333333333,0
8,488605.2736623,16165484798.042374,9,0.8888888888888888,0
5,416077.45998047973,13451304772.049911,13,0.9230769230769231,0
9,448220.15160144033,14622772629.513927,11,0.9090909090909091,0
6,17.351272767917248,1700.4247312558903,6,1.0,0
8,488587.6548179456,16165467837.81808,9,0.8888888888888888,0
6,540644.2800147053,18328754520.957146,7,0.8571428571428571,0
6,389859.5385966714,12522714316.713902,15,0.9333333333333333,0
5,416068.130903554,13451295379.483702,13,0.9230769230769231,0
8,488570.0514947791,16165450878.703781,9,0.8888888888888888,0
9,448207.328628413,14622760340.622416,11,0.9090909090909091,0
6,540617.5802348204,18328728915.670444,7,0.8571428571428571,0
6,18.89620773241728,1851.8283577768937,6,1.0,0
6,389851.9837523809,12522706811.420404,15,0.9333333333333333,0
5,396755.3073839116,12988300060.025751,14,1.0,0
4,1.7320508075688772,169.74097914175,4,1.0,0
8,378462.65598245733,12125168023.772356,16,1.0,0
6,431290.8993754486,14000417088.7767,12,1.0,0
6,402363.5354857239,12962145941.652573,14,1.0,0
8,402360.8714280442,12962145758.531895,14,1.0,0
5,421987.7989783252,14162502086.938541,14,1.0,0
6,402363.1722116474,12962145917.435776,14,1.0,0
4,1.7320508075688772,169.74097914175,4,1.0,0
8,378462.07022302225,12125167984.508226,16,1.0,0
6,431290.43208396615,14000417057.86306,12,1.0,0
8,402360.32651836035,12962145722.206701,14,1.0,0
5,490424.82466584776,16623237392.407045,14,1.0,0
8,402359.7816138377,12962145685.881508,14,1.0,0
4,1.7320508075688772,169.74097914175,4,1.0,0
6,402362.8089421588,12962145893.218979,14,1.0,0
6,431289.96479703626,14000417026.94942,12,1.0,0
8,378461.4844690221,12125167945.244099,16,1.0,0
5,489942.8433871335,15854476337.79527,13,0.9230769230769231,0
6,278.61881566836877,426095.66161727894,10,1.0,0
8,233.6617260010766,359902.3063409548,14,1.0,0
8,252.7409141729326,388773.0201259061,12,1.0,0
4,1.7320508075688772,169.74097914175,4,1.0,0
6,254.94937108802958,389027.64870456967,12,1.0,0
5,489933.4926726646,15854466943.654701,13,0.9230769230769231,0
8,233.28075807471154,359854.6403886308,14,1.0,0
6,254.71820436781437,388997.3085663689,12,1.0,0
8,252.3840267720938,388727.4354225359,12,1.0,0
6,278.28075351661994,426054.8592332526,10,1.0,0
4,1.7320508075688772,169.74097914175,4,1.0,0
5,489924.15301733837,15854457550.305042,13,0.9230769230769231,0
6,277.95091493123584,426014.1070465468,10,1.0,0
8,232.9093584010081,359807.0314787337,14,1.0,0
8,252.03637303638004,388681.90602272004,12,1.0,0
4,1.7320508075688772,169.74097914175,4,1.0,0
6,254.49540092290292,388967.01993294386,12,1.0,0
5,489914.8244217874,15854448157.746298,13,0.9230769230769231,0
8,232.5475728240861,359759.47963390977,14,1.0,0
4,1.7320508075688772,169.74097914175,4,1.0,0
6,254.28098273724322,388936.7828163276,12,1.0,0
8,251.6979912273413,388636.4319458951,12,1.0,0
6,277.62932922233637,425973.4050715686,10,1.0,0
3,550079.1828464941,18076118462.50405,10,1.0,0
6,26.837784309936367,2630.102862373764,6,1.0,0
8,28.054793326122162,2749.3697459599716,8,1.0,0
4,22.516660498395403,2206.6327288427497,4,1.0,0
8,24.561939843768222,2407.0701046892855,10,1.0,0
4,1.7320508075688772,169.74097914175,4,1.0,0
3,550078.8665052797,18076118441.80878,10,1.0,0
8,28.054793326122162,2749.3697459599716,8,1.0,0
4,22.516660498395403,2206.6327288427497,4,1.0,0
8,24.561939843768222,2407.0701046892855,10,1.0,0
6,26.837784309936367,2630.102862373764,6,1.0,0
4,1.7320508075688772,169.74097914175,4,1.0,0
3,550078.6556126517,18076118428.01194,10,1.0,0
8,24.70807335445014,2421.3911887361132,10,1.0,0
4,23.094010767585033,2263.213055223333,4,1.0,0
6,26.93696345173301,2639.822418269835,6,1.0,0
4,1.7320508075688772,169.74097914175,4,1.0,0
8,28.21347195933177,2764.920252014513,8,1.0,0
3,312.63305738745635,476543.7380891706,8,1.0,0
4,23.094010767585033,2263.213055223333,4,1.0,0
8,24.482193075330848,2399.254921382423,10,1.0,0
4,1.1547005383792515,113.16065276116666,4,1.0,0
8,27.942543089091128,2738.3692227309302,8,1.0,0
6,26.93696345173301,2639.822418269835,6,1.0,0
3,312.3920384937582,476514.42841744045,8,1.0,0
4,1.1547005383792515,113.16065276116666,4,1.0,0
8,24.482193075330848,2399.254921382423,10,1.0,0
4,23.094010767585033,2263.213055223333,4,1.0,0
6,26.93696345173301,2639.822418269835,6,1.0,0
8,27.942543089091128,2738.3692227309302,8,1.0,0
3,312.1570117745235,476485.155814953,8,1.0,0
6,26.93696345173301,2639.822418269835,6,1.0,0
8,27.942543089091128,2738.3692227309302,8,1.0,0
4,23.094010767585033,2263.213055223333,4,1.0,0
8,24.482193075330848,2399.254921382423,10,1.0,0
4,1.1547005383792515,113.16065276116666,4,1.0,0
2,0.0,0.0,2,1.0,0
6,26.93696345173301,2639.822418269835,6,1.0,0
4,23.094010767585033,2263.213055223333,4,1.0,0
8,24.482193075330848,2399.254921382423,10,1.0,0
8,27.942543089091128,2738.3692227309302,8,1.0,0
4,1.1547005383792515,113.16065276116666,4,1.0,0
2,0.0,0.0,2,1.0,0
8,27.416105798286836,2686.77836823211,8,1.0,0
8,24.04625172916191,2356.532669457867,10,1.0,0
6,26.93696345173301,2639.822418269835,6,1.0,0
4,0.0,0.0,4,1.0,0
4,23.094010767585033,2263.213055223333,4,1.0,0
2,0.0,0.0,2,1.0,0
6,26.837784309936367,2630.1028623737643,6,1.0,0
8,23.532483459630388,2306.183379043778,10,1.0,0
8,26.758176320519304,2622.3012794108918,8,1.0,0
4,22.516660498395403,2206.6327288427497,4,1.0,0
4,1.1547005383792515,113.16065276116666,4,1.0,0
2,0.0,0.0,2,1.0,0
8,26.04803255526221,2552.707190415697,8,1.0,0
6,26.837784309936367,2630.1028623737643,6,1.0,0
8,22.96470722168645,2250.541307725272,10,1.0,0
4,22.516660498395403,2206.6327288427497,4,1.0,0
4,2.886751345948129,282.9016319029166,4,1.0,0
2,0.0,0.0,2,1.0,0
4,4.618802153517006,452.64261104466664,4,1.0,0
4,22.516660498395403,2206.6327288427497,4,1.0,0
6,26.837784309936367,2630.1028623737643,6,1.0,0
8,25.394037545399172,2488.615679449119,8,1.0,0
8,22.45390339735561,2200.4825329408495,10,1.0,0
2,0.0,0.0,2,1.0,0
6,26.837784309936367,2630.1028623737643,6,1.0,0
4,22.516660498395403,2206.6327288427497,4,1.0,0
8,24.800633632458435,2430.4620959809267,8,1.0,0
8,22.004040033088874,2156.3959232427096,10,1.0,0
4,6.3508529610858835,622.3835901864165,4,1.0,0
2,0.0,0.0,2,1.0,0
4,8.082903768654761,792.1245693281666,4,1.0,0
8,21.61892175335712,2118.654331828998,10,1.0,0
6,26.837784309936367,2630.1028623737643,6,1.0,0
4,22.516660498395403,2206.6327288427497,4,1.0,0
8,24.272265183597042,2378.68198799251,8,1.0,0
2,0.0,0.0,2,1.0,0
6,27.08320512790168,2654.154102534365,6,1.0,0
6,27.08320512790168,2654.154102534365,6,1.0,0
4,34.06366588218792,3338.239256454416,4,1.0,0
2,0.7071067811865476,69.29646455628166,2,1.0,0
6,30.90076281998784,3028.274756358808,8,1.0,0
2,0.0,0.0,2,1.0,0
6,28.5499562171293,2797.8957092786713,6,1.0,0
6,32.128091846766836,3148.55300098315,8,1.0,0
2,0.7071067811865476,69.29646455628166,2,1.0,0
6,28.5499562171293,2797.8957092786713,6,1.0,0
4,35.795716689756794,3507.980235596166,4,1.0,0
2,0.0,0.0,2,1.0,0
6,30.024989592004857,2942.448980016476,6,1.0,0
6,30.024989592004857,2942.448980016476,6,1.0,0
6,33.368077131122966,3270.0715588500507,8,1.0,0
4,37.52776749732568,3677.7212147379164,4,1.0,0
2,0.7071067811865476,69.29646455628166,2,1.0,0
2,0.0,0.0,2,1.0,0
6,31.134653790698664,3051.196071488469,6,1.0,0
6,31.134653790698664,3051.196071488469,6,1.0,0
2,0.7071067811865476,69.29646455628166,2,1.0,0
4,38.68246803570492,3790.881867499083,4,1.0,0
6,34.47980775551312,3379.021160040286,8,1.0,0
2,0.0,0.0,2,1.0,0
6,35.74013350362787,3502.5330833555304,8,1.0,0
6,32.6276978450314,3197.514388813077,6,1.0,0
6,32.6276978450314,3197.514388813077,6,1.0,0
4,40.414518843273804,3960.622846640833,4,1.0,0
2,0.7071067811865476,69.29646455628166,2,1.0,0
2,0.0,0.0,2,1.0,0
4,42.14656965084268,4130.363825782582,4,1.0,0
6,34.12574785505318,3344.3232897952116,6,1.0,0
2,0.7071067811865476,69.29646455628166,2,1.0,0
6,37.009651250914075,3626.945822589579,8,1.0,0
6,34.12574785505318,3344.3232897952116,6,1.0,0
2,0.0,0.0,2,1.0,0
6,35.62817237337143,3491.5608925903994,6,1.0,0
4,43.878620458411554,4300.104804924333,4,1.0,0
6,35.62817237337143,3491.5608925903994,6,1.0,0
2,0.7071067811865476,69.29646455628166,2,1.0,0
6,38.28744665590239,3752.1697722784347,8,1.0,0
2,0.0,0.0,2,1.0,0
4,10.969655114602888,1075.0262012310832,4,1.0,0
4,10.969655114602888,1075.0262012310832,4,1.0,0
2,0.0,0.0,2,1.0,0
4,36.63195326487519,3589.9314199577684,6,1.0,0
2,0.0,0.0,2,1.0,0
4,38.140529624010206,3737.771903153,6,1.0,0
4,10.969655114602888,1075.0262012310832,4,1.0,0
4,10.969655114602888,1075.0262012310832,4,1.0,0
2,0.0,0.0,2,1.0,0
2,0.0,0.0,2,1.0,0
2,0.0,0.0,2,1.0,0
4,10.969655114602888,1075.0262012310832,4,1.0,0
4,39.652238272258984,3885.9193506813804,6,1.0,0
4,10.969655114602888,1075.0262012310832,4,1.0,0
2,0.0,0.0,2,1.0,0
4,11.547005383792516,1131.6065276116665,4,1.0,0
2,0.0,0.0,2,1.0,0
4,41.009348527703615,4018.916155714954,6,1.0,0
4,11.547005383792516,1131.6065276116665,4,1.0,0
2,0.0,0.0,2,1.0,0
4,42.52254304091733,4167.209218009898,6,1.0,0
4,11.547005383792516,1131.6065276116665,4,1.0,0
2,0.0,0.0,2,1.0,0
4,11.547005383792516,1131.6065276116665,4,1.0,0
2,0.0,0.0,2,1.0,0
4,44.03824095790688,4315.747613874873,6,1.0,0
4,11.547005383792516,1131.6065276116665,4,1.0,0
4,11.547005383792516,1131.6065276116665,4,1.0,0
2,0.0,0.0,2,1.0,0
2,0.0,0.0,2,1.0,0
4,44.746508243660756,4385.157807878754,4,1.0,0
4,39.635421868155596,3884.2713430792487,6,1.0,0
4,44.45597072760118,4356.685131304916,4,1.0,0
2,0.7071067811865476,69.29646455628166,2,1.0,0
2,0.0,0.0,2,1.0,0
4,45.610671265980436,4469.845784066082,4,1.0,0
4,45.610671265980436,4469.845784066082,4,1.0,0
2,0.7071067811865476,69.29646455628166,2,1.0,0
4,45.901161931553176,4498.313869292211,4,1.0,0
2,0.0,0.0,2,1.0,0
4,47.63314672228433,4668.048378783865,4,1.0,0
4,47.34272207354931,4639.5867632078325,4,1.0,0
4,47.34272207354931,4639.5867632078325,4,1.0,0
2,0.7071067811865476,69.29646455628166,2,1.0,0
2,0.0,0.0,2,1.0,0
4,49.07477288111819,4809.327742349583,4,1.0,0
2,0.7071067811865476,69.29646455628166,2,1.0,0
4,49.36513614552953,4837.783342261894,4,1.0,0
4,49.07477288111819,4809.327742349583,4,1.0,0
2,0.0,0.0,2,1.0,0
4,50.80682368868707,4979.068721491332,4,1.0,0
4,51.0971297302174,5007.518713561305,4,1.0,0
4,50.80682368868707,4979.068721491332,4,1.0,0
2,0.7071067811865476,69.29646455628166,2,1.0,0
2,0.0,0.0,2,1.0,0
2,0.7071067811865476,69.29646455628166,2,1.0,0
4,52.53887449625594,5148.809700633083,4,1.0,0
4,52.53887449625594,5148.809700633083,4,1.0,0
